make,model,price_usd,year,kilometer,fuel_type,transmission,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length_mm,width_mm,height_mm,seating_capacity,fuel_tank_capacity_l
Mahindra,Scorpio S2,7800,2015,104000,Diesel,Manual,White,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
Audi,A4 2.0 TDI (177bhp) Premium Plus,14100,2013,50000,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Hyundai,Eon Magna +,3900,2017,56000,Petrol,Manual,Silver,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Renault,Duster 85 PS RxL Diesel,6300,2014,48000,Diesel,Manual,Silver,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Ertiga ZXi Plus,14700,2021,23000,Petrol,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0
Mercedes-Benz,A-Class Sedan 200d,50400,2021,5600,Diesel,Automatic,Grey,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0
Hyundai,Elite i20 Asta 1.2,6600,2015,33000,Petrol,Manual,Red,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Creta SX 1.6 CRDi,15300,2019,58900,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],19020,2019,65000,Diesel,Manual,White,First,Individual,,,,,4395.0,1818.0,1640.0,5.0,60.0
Toyota,Innova 2.5 V 7 STR,11520,2012,222000,Diesel,Manual,Silver,First,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0
Land Rover,Discovery Sport HSE Luxury,46800,2016,20000,Diesel,Automatic,Grey,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0
Renault,Kwid RXT [2015-2019],5219,2019,32000,Petrol,Manual,Grey,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Mahindra,Bolero SLE BS III,7800,2017,62000,Diesel,Manual,White,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107.0,1745.0,1880.0,7.0,
Maruti Suzuki,Ertiga VXI,9300,2017,71000,Petrol,Manual,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,i10 Sportz 1.2 AT,2220,2008,61000,Petrol,Automatic,Black,Third,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Ritz VXI BS-IV,2459,2011,42152,Petrol,Manual,Brown,First,Corporate,,,,,,,,,
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],6720,2017,29000,Petrol,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Toyota,Innova 2.5 ZX 7 STR BS-IV,12000,2014,158690,Diesel,Manual,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0
Mercedes-Benz,GLE 350 d,60000,2016,61000,Diesel,Automatic,Grey,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],7620,2016,92000,Diesel,Manual,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,DZire VXi,7800,2020,42000,Petrol,Manual,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Datsun,Go T (O),4140,2019,60969,Petrol,Manual,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0
Mahindra,XUV500 W6 2013,10380,2017,93000,Diesel,Manual,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Audi,A4 2.0 TDI (143bhp),16560,2014,100000,Diesel,Automatic,Black,First,Individual,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Maruti Suzuki,Ciaz S 1.4 MT,7020,2018,31000,Petrol,Manual,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Toyota,Glanza G,8280,2020,55000,Petrol,Manual,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,Wagon R LXI CNG (O),4560,2018,68320,CNG,Manual,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Tata,Hexa XM 4x2 7 STR,10200,2018,65000,Diesel,Manual,White,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,7.0,60.0
Toyota,Fortuner 3.0 4x4 MT,21000,2013,95000,Diesel,Manual,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,Ritz Vdi BS-IV,3300,2013,85785,Diesel,Manual,Silver,Second,Individual,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3775.0,1680.0,1620.0,5.0,43.0
Volkswagen,Vento Comfortline 1.6 (P),8280,2018,38000,Petrol,Manual,Gold,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,13560,2020,12905,Petrol,Manual,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],27540,2019,26000,Diesel,Automatic,Silver,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Mercedes-Benz,A-Class Sedan 200,49200,2021,9000,Petrol,Automatic,Blue,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0
Tata,Nexon XM Diesel,8700,2018,65000,Diesel,Manual,White,Second,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Hyundai,Elite i20 Magna Executive 1.2,7140,2019,48000,Petrol,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
Hyundai,i10 Magna 1.2 Kappa2,3480,2011,91000,Petrol,Manual,White,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Hyundai,i20 Sportz 1.2 BS-IV,4200,2011,84873,Petrol,Manual,Red,Second,Individual,,,,,,,,,
Jeep,Wrangler Rubicon,73200,2022,15000,Petrol,Automatic,Red,First,Individual,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,4882.0,1894.0,1848.0,5.0,81.0
Mahindra,XUV300 1.5 W6 [2019-2020],12960,2020,52000,Diesel,Manual,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0
Toyota,Etios GD,3588,2013,90000,Diesel,Manual,Blue,Third,Individual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],6900,2018,58000,Petrol + CNG,Manual,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,Amaze 1.2 S AT i-VTEC,4680,2014,67000,Petrol,Automatic,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Mahindra,Scorpio S10,10500,2015,67000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,Venue SX 1.4 CRDi,14100,2021,37556,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Alto VXi,3120,2012,54000,Petrol,Manual,Bronze,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Honda,Amaze 1.2 E i-VTEC,7800,2019,42000,Petrol,Manual,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Volkswagen,Ameo Highline1.2L (P) [2016-2018],7500,2017,55000,Petrol,Manual,Bronze,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3995.0,1682.0,1483.0,5.0,45.0
MG,Hector Sharp 2.0 Diesel [2019-2020],20700,2019,23952,Diesel,Manual,Red,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Wagon R LXI CNG (O),3588,2015,92000,CNG,Manual,Brown,Second,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Hyundai,i10 Sportz 1.2 AT Kappa2,4500,2013,34000,Petrol,Automatic,Red,First,Individual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Celerio ZXi AMT,7668,2020,44300,Petrol,Automatic,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Ciaz VDi+ SHVS,7092,2015,65000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,GLE 250 d,50400,2018,102000,Diesel,Automatic,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Honda,City 1.5 S AT,3000,2009,110000,Petrol,Automatic,Grey,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Kia,Seltos HTX 1.5 [2020-2021],16788,2021,11000,Petrol,Manual,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,Aura S 1.2 CNG,8880,2020,39000,CNG,Manual,Silver,First,Individual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD,3995.0,1680.0,1520.0,5.0,65.0
Hyundai,i10 Magna,2100,2009,65000,Petrol,Manual,Blue,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0
BMW,3-Series 320d Luxury Line [2014-2016],45000,2019,42500,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,
BMW,5-Series 530d M Sport [2013-2017],19200,2013,80000,Diesel,Automatic,Blue,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Maruti Suzuki,Wagon R LXi,3420,2013,25200,Petrol,Manual,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1475.0,1700.0,5.0,35.0
Honda,City S Diesel,3000,2017,132683,Diesel,Manual,Bronze,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,Duster 85 PS Sandstorm Edition Diesel,7500,2017,81000,Diesel,Manual,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Ritz VXI BS-IV,2280,2011,58888,Petrol,Manual,Maroon,Second,Individual,,,,,,,,,
BMW,5-Series 520d Luxury Line [2017-2019],57600,2019,30000,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,Swift ZXi,6900,2015,50599,Petrol,Manual,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
BMW,X1 sDrive20d xLine,33600,2017,29000,Diesel,Automatic,Brown,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,Jazz VX CVT Petrol,9420,2018,23000,Petrol,Automatic,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Land Rover,Discovery Sport HSE Luxury 7-Seater,54900,2019,50000,Diesel,Automatic,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Audi,Q3 35 TDI Premium + Sunroof,23400,2016,84878,Diesel,Automatic,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
BMW,5-Series 520d Luxury Line [2017-2019],57600,2019,31000,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Toyota,Innova 2.4 VX 8 STR [2016-2020],23987,2019,71063,Diesel,Manual,Silver,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0
Ford,Ecosport Ambiente 1.5L Ti-VCT,5700,2016,69001,Petrol,Manual,White,First,Individual,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Hyundai,Verna Fluidic 1.6 CRDi SX,4980,2014,62000,Diesel,Manual,Silver,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Hyundai,i20 Magna (O) 1.4 CRDI,4500,2012,82000,Diesel,Manual,White,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
Toyota,Etios V,3600,2011,49200,Petrol,Manual,Silver,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
Mahindra,Thar LX 4-STR Hard Top Petrol MT,18000,2021,8000,Petrol,Manual,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],11700,2019,58000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Alto VXi [2014-2019],4440,2015,64000,Petrol,Manual,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],3000,2012,48568,Petrol,Manual,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Jaguar,XJ 3.0 V6 Portfolio,37800,2014,66500,Diesel,Automatic,White,First,Individual,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD,5252.0,1899.0,1457.0,5.0,83.0
Mahindra,XUV500 W9 [2018-2020],13380,2018,58590,Diesel,Manual,Grey,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,i10 Era,1560,2009,59000,Petrol,Manual,Silver,Second,Individual,1086 cc,67@5500,99@2800,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Swift VXi,3588,2013,47000,Petrol,Manual,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,i20 Magna 1.2,3600,2014,40000,Petrol,Manual,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
Skoda,Superb Sportline AT,39900,2021,13092,Petrol,Automatic,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869.0,1864.0,1469.0,5.0,66.0
Audi,A4 35 TDI Premium,23400,2016,57057,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Maruti Suzuki,Swift DZire VDI,6000,2015,90000,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,i20 Active 1.2 SX,7140,2015,45000,Petrol,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],5819,2018,44000,Petrol,Automatic,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3715.0,1635.0,1565.0,5.0,35.0
Mahindra,Thar LX 4-STR Convertible Diesel MT,20400,2021,17000,Diesel,Manual,Silver,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1855.0,4.0,57.0
Maruti Suzuki,Wagon R VXi 1.2,6948,2019,50860,Petrol,Manual,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655.0,1620.0,1675.0,5.0,32.0
Ford,Endeavour Titanium 2.0 4x2 AT,45600,2020,20000,Diesel,Automatic,Black,First,Individual,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD,4903.0,1869.0,1837.0,7.0,80.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],39480,2018,51000,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],51000,2018,24000,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,Baleno Delta 1.2,6420,2017,34908,Petrol,Manual,Grey,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],9300,2017,67000,Diesel,Automatic,White,First,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Celerio VXi AMT,4140,2014,19000,Petrol,Automatic,Silver,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Skoda,Octavia RS,40800,2019,30600,Petrol,Automatic,Red,First,Corporate,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD,4689.0,1814.0,1496.0,5.0,50.0
BMW,5-Series 520d Luxury Line [2017-2019],54000,2018,49500,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Honda,Jazz V Petrol,6300,2016,18800,Petrol,Manual,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Hyundai,Elite i20 Asta 1.2 [2016-2017],7800,2016,100000,Petrol,Manual,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Creta 1.6 SX Plus AT Petrol,12888,2017,50050,Petrol,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Creta 1.6 SX,21000,2021,14000,Diesel,Manual,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Nissan,Terrano XL D Plus,7080,2014,55000,Diesel,Manual,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
Ford,Mustang GT Fastback 5.0L v8,95880,2018,23000,Petrol,Automatic,Yellow,First,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784.0,2080.0,1391.0,4.0,60.9
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],20700,2020,35000,Diesel,Manual,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,Celerio ZXi AMT [2019-2020],7560,2019,20734,Petrol,Automatic,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
Mercedes-Benz,CLS 300d [2018-2019],83700,2020,15200,Diesel,Automatic,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4988.0,1890.0,1435.0,5.0,66.0
Toyota,Fortuner 3.0 4x2 MT,16500,2013,83000,Diesel,Manual,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Honda,Amaze 1.5 S i-DTEC,5100,2014,75000,Diesel,Manual,Brown,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],26352,2019,42794,Diesel,Automatic,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0
Mercedes-Benz,V-Class Elite LWB,75600,2020,40000,Diesel,Automatic,Silver,First,Corporate,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,5140.0,1928.0,1901.0,6.0,57.0
Maruti Suzuki,Alto LXi BS-III,2400,2008,41000,Petrol,Manual,Blue,First,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Honda,City 1.5 S MT,3000,2009,72256,Petrol,Manual,Black,First,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Audi,A3 35 TDI Premium Plus + Sunroof,35400,2018,17300,Diesel,Automatic,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mahindra,Scorpio S6 Plus Intelli-Hybrid,11820,2017,68000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,Venue S 1.0 AT Petrol [2019-2020],9000,2019,43600,Petrol,Automatic,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Wagon R VXi (O),5400,2018,43000,Petrol,Manual,White,First,Individual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636.0,1475.0,1670.0,5.0,35.0
Maruti Suzuki,Vitara Brezza VXi,10188,2021,17283,Petrol,Manual,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift DZire VXI,5160,2014,59000,Petrol,Manual,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Ertiga VDI SHVS,8880,2017,88000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Mercedes-Benz,CLA 200 Petrol Sport,23700,2015,19000,Petrol,Automatic,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630.0,1777.0,1432.0,5.0,
BMW,X7 xDrive40i M Sport,150000,2021,9500,Petrol,Automatic,White,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151.0,2000.0,1805.0,6.0,83.0
Hyundai,Creta SX 1.6 AT Petrol,15120,2018,36000,Petrol,Automatic,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Renault,Kwid RXT [2015-2019],3000,2017,32000,Petrol,Manual,White,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
